"id","status_group"
49776,"functional"
56931,"non functional"
32462,"non functional"
7515,"non functional"
73360,"functional"
36248,"non functional"
3703,"functional"
8812,"functional"
52186,"non functional"
10027,"functional"
33735,"functional"
6647,"non functional"
36752,"non functional"
70605,"non functional"
69208,"functional"
36961,"non functional"
2723,"functional"
28460,"functional"
66744,"non functional"
69098,"functional"
26020,"functional"
18906,"non functional"
12740,"non functional"
52397,"non functional"
2150,"functional"
16504,"non functional"
1499,"functional"
56965,"functional"
4261,"non functional"
57140,"functional"
26347,"functional"
69863,"non functional"
59024,"non functional"
29550,"non functional"
61105,"functional"
48539,"non functional"
54504,"functional"
63512,"functional"
34868,"non functional"
8320,"functional"
10202,"functional"
25264,"non functional"
13089,"non functional"
60120,"non functional"
64567,"functional"
1554,"non functional"
71781,"functional"
1670,"functional"
56256,"non functional"
34671,"functional"
51177,"functional"
44188,"non functional"
6749,"non functional"
20227,"non functional"
26170,"functional"
24172,"non functional"
32509,"functional"
72369,"functional"
67946,"non functional"
38173,"functional"
50822,"functional"
30825,"non functional"
34789,"non functional"
54878,"non functional"
25800,"functional"
9048,"non functional"
7562,"functional"
10022,"functional"
63044,"non functional"
59539,"functional"
35448,"functional"
6452,"non functional"
4384,"non functional"
50032,"non functional"
21930,"functional"
41920,"non functional"
14831,"functional"
6098,"functional"
34115,"non functional"
72003,"functional"
36604,"functional"
12107,"non functional"
24493,"non functional"
16531,"non functional"
15285,"functional"
20368,"non functional"
7701,"functional"
30373,"functional"
2477,"non functional"
43670,"functional"
8625,"functional"
67852,"non functional"
39451,"non functional"
5075,"non functional"
46767,"functional"
49351,"non functional"
56383,"functional"
22440,"functional"
69629,"non functional"
32730,"functional"
4263,"functional"
49706,"non functional"
55186,"non functional"
34098,"non functional"
5696,"functional"
39202,"non functional"
58401,"functional"
8876,"functional"
59709,"non functional"
69319,"functional"
55657,"functional"
39297,"non functional"
19108,"non functional"
17955,"non functional"
23447,"functional"
23933,"non functional"
64327,"functional"
48534,"functional"
27275,"non functional"
44938,"functional"
54383,"functional"
23395,"non functional"
40059,"non functional"
37574,"non functional"
35014,"functional"
70292,"non functional"
14696,"functional"
68206,"functional"
53852,"non functional"
49737,"functional"
57612,"functional"
14716,"non functional"
25789,"non functional"
22947,"non functional"
42080,"functional"
37336,"non functional"
309,"functional"
29925,"functional"
53896,"non functional"
36690,"functional"
66815,"functional"
14684,"non functional"
67935,"non functional"
48724,"non functional"
60341,"functional"
33720,"non functional"
6820,"functional"
15885,"functional"
40080,"non functional"
34738,"functional"
51308,"functional"
21718,"non functional"
4969,"non functional"
28561,"non functional"
32841,"functional"
50452,"non functional"
27481,"functional"
7734,"functional"
4073,"non functional"
4979,"functional"
21178,"functional"
29342,"non functional"
56098,"non functional"
64335,"non functional"
20553,"functional"
39829,"non functional"
68068,"functional"
65422,"functional"
27612,"non functional"
46831,"functional"
69275,"functional"
35309,"non functional"
54588,"non functional"
44245,"non functional"
1814,"functional"
32001,"non functional"
5051,"functional"
36777,"functional"
23967,"non functional"
60695,"functional"
35148,"functional"
12738,"non functional"
71944,"non functional"
34997,"non functional"
52598,"functional"
36749,"non functional"
45600,"functional"
66990,"functional"
18921,"non functional"
37356,"functional"
58,"functional"
2782,"non functional"
3121,"non functional"
68176,"non functional"
63904,"functional"
31712,"non functional"
64884,"functional"
72931,"functional"
13671,"non functional"
40406,"functional"
55418,"functional"
17463,"non functional"
5389,"non functional"
65507,"non functional"
43276,"functional"
41495,"non functional"
69853,"functional"
5371,"functional"
26511,"non functional"
69359,"functional"
26150,"functional"
39377,"non functional"
57930,"non functional"
16562,"non functional"
61531,"functional"
22439,"non functional"
2999,"functional"
16841,"functional"
60305,"non functional"
60381,"functional"
10455,"functional"
27098,"non functional"
2371,"non functional"
41127,"non functional"
28373,"functional"
45393,"non functional"
67071,"functional"
49869,"functional"
22351,"non functional"
34038,"functional"
44723,"functional"
60154,"non functional"
1942,"non functional"
10257,"non functional"
12205,"functional"
55314,"non functional"
23061,"functional"
55893,"functional"
48904,"non functional"
4546,"functional"
39558,"functional"
49653,"non functional"
39155,"non functional"
13072,"non functional"
12106,"functional"
4207,"non functional"
24327,"functional"
49540,"functional"
41080,"non functional"
6189,"functional"
32663,"functional"
64314,"non functional"
39791,"non functional"
57167,"non functional"
11825,"functional"
42656,"non functional"
54607,"functional"
45579,"functional"
46932,"non functional"
22209,"functional"
32015,"functional"
40793,"non functional"
39981,"non functional"
49713,"non functional"
55534,"functional"
7783,"non functional"
55098,"functional"
43479,"functional"
53743,"non functional"
23114,"functional"
56530,"functional"
16656,"non functional"
54755,"non functional"
45264,"non functional"
28254,"functional"
14881,"non functional"
72509,"functional"
30918,"functional"
22375,"non functional"
38421,"functional"
58294,"functional"
22382,"non functional"
22123,"non functional"
65169,"non functional"
54001,"functional"
15617,"non functional"
66813,"functional"
49733,"functional"
8032,"non functional"
43522,"functional"
20920,"functional"
30176,"non functional"
40600,"non functional"
52695,"non functional"
24915,"functional"
62297,"non functional"
37005,"functional"
22349,"functional"
47685,"non functional"
61162,"functional"
9722,"functional"
42191,"non functional"
1591,"non functional"
1749,"non functional"
5328,"functional"
21706,"non functional"
72641,"functional"
36576,"functional"
29593,"non functional"
29747,"functional"
24722,"functional"
2589,"non functional"
12772,"non functional"
45968,"non functional"
7694,"functional"
70721,"non functional"
54752,"functional"
15631,"functional"
15196,"non functional"
27491,"functional"
58886,"functional"
11452,"non functional"
68595,"non functional"
17010,"non functional"
32389,"functional"
70251,"non functional"
61037,"functional"
28646,"functional"
64279,"non functional"
23914,"functional"
17854,"functional"
15790,"non functional"
41259,"non functional"
57303,"non functional"
65477,"functional"
36115,"non functional"
5024,"functional"
26401,"functional"
50503,"non functional"
37724,"functional"
62604,"functional"
60534,"non functional"
59230,"non functional"
70007,"non functional"
44320,"functional"
44300,"non functional"
41079,"functional"
36488,"functional"
46936,"non functional"
51117,"functional"
21611,"functional"
55628,"non functional"
70627,"non functional"
56387,"non functional"
64164,"functional"
211,"non functional"
37448,"functional"
43859,"functional"
55991,"non functional"
67415,"functional"
4815,"functional"
68895,"non functional"
7529,"non functional"
42134,"non functional"
25759,"functional"
46155,"non functional"
46770,"functional"
40396,"functional"
10161,"non functional"
68598,"functional"
65668,"functional"
20689,"non functional"
56474,"non functional"
35602,"non functional"
21596,"functional"
10972,"non functional"
34504,"functional"
26729,"functional"
33566,"non functional"
60252,"functional"
44621,"functional"
7735,"non functional"
71771,"non functional"
54855,"non functional"
53293,"functional"
20396,"non functional"
46415,"functional"
26014,"functional"
13069,"non functional"
12438,"functional"
29991,"functional"
55410,"non functional"
57016,"non functional"
30747,"non functional"
17037,"functional"
66182,"non functional"
59989,"functional"
57515,"functional"
30252,"non functional"
68035,"functional"
5458,"functional"
26151,"non functional"
59485,"non functional"
43995,"non functional"
18700,"functional"
60209,"non functional"
33950,"functional"
5031,"functional"
69205,"non functional"
71438,"functional"
29381,"functional"
53476,"non functional"
59701,"non functional"
25204,"non functional"
59623,"functional"
4256,"non functional"
71737,"functional"
56498,"functional"
15268,"non functional"
4932,"functional"
68591,"functional"
30743,"non functional"
32203,"non functional"
66855,"non functional"
56575,"functional"
66689,"non functional"
26201,"functional"
62446,"functional"
68896,"non functional"
4285,"functional"
58304,"functional"
1090,"non functional"
56425,"non functional"
5448,"non functional"
58864,"functional"
3294,"non functional"
59793,"functional"
22124,"functional"
29314,"non functional"
48488,"functional"
45616,"functional"
61676,"non functional"
70593,"non functional"
44518,"non functional"
71455,"functional"
15000,"non functional"
61442,"functional"
15983,"functional"
37233,"non functional"
22220,"functional"
31231,"functional"
1795,"non functional"
34190,"non functional"
7104,"non functional"
71818,"functional"
13527,"non functional"
20332,"functional"
16943,"functional"
43641,"non functional"
42880,"functional"
47758,"functional"
62580,"non functional"
45459,"non functional"
46129,"non functional"
27706,"functional"
70080,"non functional"
28446,"functional"
6610,"functional"
3554,"non functional"
4691,"functional"
19103,"functional"
27372,"non functional"
3735,"non functional"
57310,"non functional"
23690,"functional"
16483,"non functional"
30119,"functional"
57721,"functional"
50631,"non functional"
71776,"functional"
40418,"functional"
8683,"non functional"
24816,"non functional"
31418,"non functional"
61889,"functional"
54922,"non functional"
66417,"functional"
41927,"functional"
61208,"non functional"
33786,"functional"
66677,"functional"
48550,"non functional"
23063,"non functional"
27690,"non functional"
48021,"functional"
44126,"non functional"
13873,"functional"
49418,"functional"
30356,"non functional"
48082,"functional"
72114,"functional"
7421,"non functional"
22275,"non functional"
24609,"non functional"
27332,"functional"
20951,"non functional"
33633,"functional"
26713,"functional"
40360,"non functional"
11383,"functional"
43349,"functional"
28954,"non functional"
36421,"non functional"
2116,"non functional"
54232,"functional"
37376,"non functional"
24479,"functional"
28364,"functional"
26169,"non functional"
6752,"functional"
50594,"functional"
50856,"non functional"
22568,"non functional"
17831,"non functional"
20238,"functional"
59665,"non functional"
36675,"functional"
59115,"functional"
46658,"non functional"
47812,"functional"
60337,"functional"
5925,"non functional"
31724,"non functional"
18356,"non functional"
1949,"functional"
2167,"non functional"
53020,"functional"
24037,"functional"
35004,"non functional"
8176,"functional"
62817,"functional"
44223,"non functional"
48211,"non functional"
72329,"non functional"
65035,"functional"
9044,"non functional"
3890,"functional"
51633,"functional"
54844,"non functional"
33149,"functional"
40421,"functional"
27362,"non functional"
66893,"non functional"
31148,"non functional"
3362,"functional"
51273,"non functional"
2769,"functional"
31711,"functional"
31865,"non functional"
30803,"functional"
8755,"functional"
48751,"non functional"
45069,"non functional"
35483,"non functional"
10863,"functional"
46944,"non functional"
17175,"functional"
63331,"functional"
33245,"non functional"
47058,"functional"
31091,"functional"
21102,"non functional"
15897,"non functional"
60918,"non functional"
15964,"functional"
63592,"non functional"
48162,"functional"
55336,"functional"
23352,"non functional"
6273,"functional"
21356,"functional"
5093,"non functional"
13518,"non functional"
63302,"non functional"
67702,"functional"
42060,"non functional"
34084,"functional"
39302,"functional"
43093,"non functional"
6677,"functional"
60475,"functional"
58084,"non functional"
27102,"non functional"
49393,"non functional"
32029,"functional"
2534,"non functional"
29386,"functional"
72884,"functional"
49553,"non functional"
37640,"functional"
52508,"functional"
34229,"non functional"
26645,"non functional"
72591,"non functional"
19022,"functional"
6843,"non functional"
58105,"functional"
27222,"functional"
12353,"non functional"
13469,"functional"
65600,"functional"
66340,"non functional"
20533,"non functional"
2638,"non functional"
41245,"functional"
43236,"non functional"
61688,"functional"
19508,"functional"
8407,"non functional"
71177,"functional"
4740,"functional"
47394,"non functional"
20283,"non functional"
13542,"non functional"
32220,"functional"
50079,"non functional"
7409,"functional"
67526,"functional"
65825,"non functional"
65748,"functional"
12304,"functional"
16886,"non functional"
62540,"non functional"
38544,"non functional"
36281,"functional"
54460,"non functional"
33503,"functional"
7085,"functional"
31584,"non functional"
57994,"functional"
24268,"functional"
32295,"non functional"
56790,"non functional"
37155,"non functional"
9050,"functional"
10367,"non functional"
41842,"functional"
43939,"functional"
52426,"non functional"
47664,"functional"
20760,"functional"
10490,"non functional"
22461,"non functional"
16069,"non functional"
47408,"functional"
48598,"non functional"
34799,"functional"
43548,"functional"
63173,"non functional"
9774,"functional"
5586,"functional"
51441,"non functional"
29407,"non functional"
14925,"non functional"
7545,"functional"
59994,"non functional"
41183,"functional"
21300,"functional"
11250,"non functional"
20863,"functional"
59895,"functional"
48954,"non functional"
73416,"non functional"
15152,"non functional"
23013,"functional"
70529,"non functional"
17961,"functional"
2498,"functional"
72551,"non functional"
61577,"functional"
911,"functional"
41945,"non functional"
23227,"non functional"
35464,"non functional"
40170,"functional"
25137,"non functional"
17958,"functional"
42310,"functional"
24925,"non functional"
16288,"functional"
22892,"functional"
53395,"non functional"
71225,"non functional"
66085,"non functional"
7992,"functional"
26488,"non functional"
29089,"functional"
57488,"functional"
42568,"non functional"
62342,"functional"
6042,"functional"
55931,"non functional"
50120,"non functional"
14780,"non functional"
65623,"functional"
17926,"non functional"
21498,"functional"
18899,"functional"
25993,"non functional"
72535,"functional"
51289,"functional"
27104,"non functional"
30354,"non functional"
54408,"non functional"
25350,"functional"
36398,"non functional"
67096,"functional"
47684,"functional"
73219,"non functional"
49739,"functional"
110,"functional"
40616,"non functional"
3350,"non functional"
68614,"non functional"
2016,"functional"
44757,"non functional"
48832,"functional"
5270,"functional"
2801,"non functional"
41269,"functional"
19326,"functional"
34202,"non functional"
42911,"non functional"
22262,"non functional"
15408,"functional"
50064,"non functional"
60181,"functional"
69782,"functional"
57210,"non functional"
62568,"functional"
73904,"functional"
38504,"non functional"
16951,"non functional"
11940,"non functional"
45124,"functional"
41573,"non functional"
68579,"functional"
3805,"functional"
62667,"non functional"
36172,"functional"
53569,"functional"
28618,"non functional"
19459,"non functional"
3664,"non functional"
19947,"functional"
31071,"non functional"
55861,"functional"
38218,"functional"
39255,"non functional"
51942,"functional"
50790,"functional"
17930,"non functional"
698,"non functional"
21774,"non functional"
11529,"functional"
38015,"non functional"
53402,"functional"
55762,"functional"
4298,"non functional"
31356,"functional"
20177,"functional"
51598,"non functional"
64420,"non functional"
26881,"non functional"
63444,"functional"
38567,"non functional"
11257,"functional"
68124,"functional"
14944,"non functional"
50281,"functional"
48627,"functional"
470,"non functional"
15407,"non functional"
45543,"non functional"
56078,"functional"
31388,"non functional"
7246,"functional"
33908,"functional"
13710,"non functional"
16404,"functional"
24105,"functional"
19610,"non functional"
4411,"non functional"
6982,"non functional"
20296,"functional"
24643,"non functional"
38334,"functional"
48315,"functional"
50851,"non functional"
41147,"functional"
1514,"functional"
29844,"non functional"
25169,"non functional"
72723,"non functional"
10136,"functional"
59605,"non functional"
56356,"functional"
53971,"functional"
68077,"non functional"
27737,"functional"
37311,"functional"
44229,"non functional"
69141,"non functional"
41340,"non functional"
12100,"functional"
61502,"non functional"
21189,"functional"
14063,"functional"
55070,"non functional"
49559,"functional"
33842,"functional"
4130,"non functional"
7818,"non functional"
72361,"non functional"
64742,"functional"
61231,"non functional"
53261,"functional"
58156,"functional"
42102,"non functional"
31210,"functional"
69881,"functional"
71904,"non functional"
1215,"non functional"
58848,"non functional"
6857,"functional"
65644,"non functional"
14807,"functional"
73199,"functional"
60173,"non functional"
53803,"functional"
38979,"functional"
23825,"non functional"
40376,"non functional"
6132,"non functional"
8903,"functional"
5779,"non functional"
60441,"functional"
46075,"functional"
30392,"non functional"
41801,"functional"
47412,"functional"
29654,"non functional"
32394,"non functional"
56666,"non functional"
69076,"functional"
35188,"non functional"
34273,"functional"
13381,"functional"
36639,"non functional"
37876,"functional"
34566,"functional"
62432,"non functional"
60288,"non functional"
16011,"non functional"
35758,"functional"
46456,"non functional"
19936,"functional"
54818,"functional"
61822,"non functional"
37824,"functional"
71017,"functional"
30698,"non functional"
66683,"non functional"
43384,"non functional"
22428,"functional"
62652,"non functional"
10643,"functional"
51461,"functional"
25245,"non functional"
39179,"functional"
12703,"functional"
69265,"non functional"
30517,"non functional"
27715,"non functional"
1504,"functional"
41032,"non functional"
39742,"functional"
57079,"functional"
41477,"non functional"
37456,"functional"
48056,"functional"
63113,"non functional"
72360,"non functional"
7551,"non functional"
19322,"functional"
499,"non functional"
33431,"functional"
6906,"functional"
68701,"non functional"
4871,"functional"
39458,"functional"
57011,"non functional"
64178,"non functional"
15246,"non functional"
50480,"functional"
68413,"non functional"
8121,"functional"
31057,"functional"
42490,"non functional"
30664,"functional"
14394,"functional"
4509,"non functional"
26561,"non functional"
9565,"non functional"
66460,"functional"
29764,"non functional"
6138,"functional"
54470,"functional"
10548,"non functional"
1256,"functional"
5867,"functional"
13930,"non functional"
46273,"non functional"
69947,"non functional"
31805,"functional"
522,"non functional"
36310,"functional"
47096,"functional"
11048,"non functional"
9469,"functional"
35945,"functional"
61346,"non functional"
31897,"non functional"
52291,"non functional"
72256,"functional"
1291,"non functional"
55682,"functional"
20974,"functional"
10315,"non functional"
20699,"functional"
12157,"functional"
25750,"non functional"
56563,"non functional"
59935,"non functional"
11608,"functional"
37509,"non functional"
70547,"functional"
66064,"functional"
64905,"non functional"
16523,"functional"
30701,"functional"
64533,"non functional"
57607,"non functional"
21781,"non functional"
41554,"functional"
56419,"non functional"
16991,"functional"
68549,"functional"
58628,"non functional"
69701,"functional"
31191,"functional"
69347,"non functional"
59209,"non functional"
67918,"non functional"
8061,"functional"
9841,"non functional"
63310,"functional"
65350,"functional"
7606,"non functional"
44982,"functional"
18683,"functional"
22239,"non functional"
13696,"non functional"
63396,"non functional"
62899,"functional"
5394,"non functional"
10986,"functional"
59594,"functional"
39182,"non functional"
59577,"functional"
67854,"functional"
30071,"non functional"
71403,"non functional"
17965,"non functional"
65452,"functional"
64723,"non functional"
31752,"functional"
8795,"functional"
66556,"non functional"
22598,"functional"
18378,"functional"
11939,"non functional"
34346,"non functional"
66548,"non functional"
61197,"functional"
8672,"non functional"
29283,"functional"
47333,"functional"
3225,"non functional"
51152,"functional"
61277,"functional"
45438,"non functional"
2166,"non functional"
35456,"non functional"
56027,"functional"
19698,"non functional"
51033,"functional"
58323,"functional"
34236,"non functional"
37071,"functional"
58591,"functional"
47868,"non functional"
8112,"non functional"
44275,"non functional"
39331,"functional"
50046,"non functional"
44980,"functional"
38007,"functional"
23789,"non functional"
68862,"functional"
22079,"functional"
54985,"non functional"
49959,"non functional"
18380,"non functional"
60583,"functional"
33497,"non functional"
43490,"functional"
8807,"functional"
5747,"non functional"
52709,"functional"
43612,"functional"
17914,"non functional"
13399,"non functional"
67798,"non functional"
22412,"functional"
14586,"non functional"
35573,"functional"
57894,"functional"
46208,"non functional"
39006,"functional"
38238,"functional"
34634,"non functional"
57416,"non functional"
55916,"non functional"
12828,"functional"
57643,"non functional"
44684,"functional"
33002,"functional"
52177,"non functional"
14719,"functional"
21400,"functional"
4201,"non functional"
19517,"non functional"
20607,"non functional"
3932,"functional"
3481,"non functional"
21181,"functional"
14888,"functional"
37744,"non functional"
59540,"functional"
35488,"functional"
43842,"non functional"
13433,"non functional"
63071,"non functional"
72521,"functional"
40848,"non functional"
49705,"functional"
51192,"functional"
5217,"non functional"
49051,"functional"
57482,"functional"
47095,"non functional"
59635,"non functional"
15497,"non functional"
24011,"functional"
5577,"non functional"
39850,"functional"
64109,"functional"
64474,"non functional"
12837,"functional"
46738,"functional"
30574,"non functional"
34210,"non functional"
35436,"non functional"
26739,"functional"
7241,"non functional"
3353,"functional"
60625,"functional"
21867,"non functional"
28436,"functional"
36486,"functional"
13432,"non functional"
46602,"non functional"
34097,"non functional"
16828,"functional"
36742,"non functional"
71633,"functional"
71052,"functional"
27476,"non functional"
14966,"functional"
8531,"functional"
16018,"non functional"
70095,"non functional"
31557,"non functional"
43472,"functional"
50305,"non functional"
25706,"functional"
22292,"functional"
71416,"non functional"
3190,"functional"
52905,"functional"
27084,"non functional"
18937,"non functional"
52417,"non functional"
10267,"functional"
68003,"non functional"
1329,"functional"
4936,"functional"
20002,"non functional"
43332,"functional"
62311,"functional"
16242,"non functional"
5406,"non functional"
33750,"non functional"
55547,"functional"
21572,"non functional"
31085,"functional"
376,"functional"
72694,"non functional"
52794,"functional"
59717,"functional"
7462,"non functional"
9964,"non functional"
8653,"non functional"
69055,"functional"
5487,"non functional"
51823,"functional"
15109,"functional"
27511,"non functional"
63525,"functional"
72240,"functional"
53055,"non functional"
73431,"non functional"
15334,"non functional"
33029,"functional"
52596,"non functional"
43053,"functional"
56063,"functional"
49781,"non functional"
44482,"functional"
3205,"functional"
37319,"non functional"
62095,"non functional"
16735,"non functional"
13161,"functional"
30869,"non functional"
39626,"functional"
56344,"functional"
13700,"non functional"
9444,"functional"
23462,"functional"
25609,"non functional"
34135,"non functional"
56778,"non functional"
22653,"functional"
41366,"non functional"
54546,"functional"
43502,"functional"
43365,"non functional"
69239,"functional"
50209,"functional"
35435,"non functional"
60894,"non functional"
64464,"non functional"
59877,"functional"
69755,"non functional"
36517,"functional"
38659,"functional"
4189,"non functional"
72364,"functional"
64657,"functional"
46469,"non functional"
27963,"non functional"
6947,"non functional"
34542,"functional"
53997,"non functional"
62556,"functional"
5843,"functional"
21870,"non functional"
43832,"functional"
40795,"functional"
21440,"non functional"
11039,"non functional"
43528,"non functional"
239,"functional"
26380,"non functional"
38647,"functional"
48412,"functional"
68511,"non functional"
12238,"functional"
2093,"functional"
27339,"non functional"
58736,"non functional"
14276,"non functional"
26025,"functional"
38020,"non functional"
32110,"functional"
23427,"functional"
45970,"non functional"
25224,"functional"
53274,"functional"
47911,"non functional"
36300,"non functional"
15658,"non functional"
23520,"functional"
65249,"non functional"
56702,"functional"
43405,"functional"
13672,"non functional"
33163,"functional"
63981,"functional"
36722,"non functional"
67643,"non functional"
10936,"non functional"
4825,"functional"
33878,"non functional"
7487,"functional"
17229,"functional"
6380,"non functional"
67059,"functional"
908,"functional"
29056,"non functional"
28164,"non functional"
70997,"non functional"
50773,"functional"
71766,"non functional"
26527,"functional"
53553,"functional"
71812,"non functional"
8986,"functional"
59512,"functional"
63839,"non functional"
5222,"non functional"
34905,"non functional"
57699,"functional"
39865,"non functional"
32734,"functional"
54012,"functional"
23234,"non functional"
49788,"functional"
59224,"functional"
18106,"non functional"
42100,"non functional"
29180,"non functional"
54352,"functional"
38494,"non functional"
54136,"functional"
4940,"functional"
28323,"non functional"
61153,"functional"
31314,"functional"
22678,"non functional"
53107,"non functional"
54161,"non functional"
59612,"functional"
11171,"non functional"
23677,"functional"
22938,"functional"
15366,"non functional"
72580,"functional"
59020,"functional"
46270,"non functional"
51428,"non functional"
1112,"non functional"
31293,"functional"
47926,"non functional"
27006,"functional"
59918,"functional"
70094,"non functional"
40972,"functional"
7948,"functional"
52989,"non functional"
5982,"non functional"
24877,"non functional"
51940,"functional"
1341,"non functional"
43146,"functional"
6880,"functional"
32765,"non functional"
32627,"functional"
70134,"functional"
8787,"non functional"
4066,"non functional"
70433,"non functional"
32868,"functional"
11624,"non functional"
15056,"functional"
22780,"functional"
44660,"non functional"
1496,"functional"
6864,"functional"
8770,"non functional"
9682,"non functional"
73841,"non functional"
37414,"functional"
10722,"non functional"
41787,"functional"
45190,"functional"
9604,"non functional"
47715,"functional"
38934,"functional"
6444,"non functional"
18174,"non functional"
36756,"non functional"
68543,"functional"
11775,"non functional"
12058,"functional"
48714,"functional"
52679,"non functional"
23704,"functional"
48811,"functional"
10541,"non functional"
72560,"non functional"
31915,"non functional"
53960,"functional"
29446,"non functional"
26128,"functional"
23103,"functional"
16615,"non functional"
4272,"functional"
28720,"functional"
68353,"non functional"
73798,"non functional"
9175,"non functional"
63050,"functional"
27870,"non functional"
36256,"functional"
26353,"functional"
24430,"non functional"
62751,"functional"
7964,"functional"
56958,"non functional"
51602,"non functional"
15665,"non functional"
64059,"functional"
40087,"non functional"
64304,"functional"
4818,"functional"
46095,"non functional"
6049,"functional"
18229,"functional"
14411,"non functional"
30558,"non functional"
60796,"non functional"
50379,"functional"
37059,"non functional"
2557,"functional"
5290,"functional"
38997,"non functional"
47392,"functional"
44115,"functional"
9614,"non functional"
47370,"non functional"
62246,"non functional"
69833,"functional"
10664,"non functional"
66315,"functional"
17913,"functional"
13550,"non functional"
56950,"functional"
19300,"functional"
13319,"non functional"
72985,"non functional"
67104,"non functional"
28893,"functional"
26006,"non functional"
63817,"functional"
1111,"functional"
9615,"non functional"
16306,"functional"
67730,"functional"
16675,"non functional"
69371,"non functional"
58484,"non functional"
28451,"functional"
42797,"non functional"
1178,"functional"
24421,"functional"
29014,"non functional"
12359,"functional"
18971,"functional"
44017,"non functional"
15187,"non functional"
10338,"non functional"
58504,"functional"
38726,"non functional"
62744,"functional"
67296,"functional"
55558,"non functional"
36126,"functional"
69422,"functional"
54150,"non functional"
27187,"non functional"
73170,"non functional"
4394,"functional"
39962,"non functional"
71858,"functional"
60606,"functional"
30365,"non functional"
73121,"functional"
54644,"functional"
26638,"non functional"
36329,"non functional"
34345,"non functional"
2318,"functional"
71715,"non functional"
73103,"functional"
2185,"functional"
46575,"non functional"
20042,"functional"
61107,"functional"
65645,"non functional"
18053,"non functional"
56921,"non functional"
6111,"functional"
17409,"non functional"
33077,"functional"
2519,"functional"
13495,"non functional"
32596,"functional"
27621,"functional"
60094,"non functional"
56362,"non functional"
34672,"non functional"
34476,"functional"
50728,"non functional"
14821,"functional"
52174,"functional"
7291,"non functional"
73044,"functional"
14159,"functional"
19526,"non functional"
11163,"non functional"
41706,"non functional"
14363,"functional"
19333,"non functional"
1677,"functional"
40762,"functional"
38982,"non functional"
7718,"functional"
72846,"functional"
50181,"non functional"
7514,"non functional"
50117,"non functional"
20636,"functional"
44462,"non functional"
68800,"functional"
57173,"functional"
62350,"non functional"
70546,"functional"
6529,"functional"
21442,"non functional"
1257,"non functional"
40064,"non functional"
7899,"functional"
62371,"non functional"
45488,"functional"
46077,"functional"
49472,"non functional"
41199,"functional"
8261,"functional"
72051,"non functional"
11563,"non functional"
53759,"non functional"
73457,"functional"
51295,"non functional"
43493,"functional"
66826,"functional"
44407,"non functional"
28047,"functional"
50342,"functional"
55775,"non functional"
6789,"non functional"
6473,"non functional"
55749,"functional"
54895,"non functional"
25079,"functional"
3737,"functional"
19823,"non functional"
36578,"functional"
66180,"functional"
17114,"non functional"
10824,"non functional"
32974,"non functional"
47691,"functional"
26392,"non functional"
14786,"functional"
34188,"functional"
13881,"non functional"
43786,"functional"
67567,"functional"
46747,"non functional"
58369,"non functional"
58889,"non functional"
48708,"functional"
33600,"non functional"
63862,"functional"
43283,"functional"
27564,"non functional"
58996,"functional"
52645,"functional"
64953,"non functional"
4202,"non functional"
22617,"non functional"
6524,"functional"
62232,"non functional"
62473,"functional"
974,"functional"
33165,"non functional"
1081,"functional"
32171,"functional"
14598,"non functional"
35549,"non functional"
19917,"non functional"
66923,"functional"
50436,"non functional"
64269,"functional"
32771,"functional"
58426,"non functional"
35167,"functional"
7516,"functional"
70862,"non functional"
11026,"non functional"
31267,"non functional"
16714,"functional"
13517,"non functional"
5099,"functional"
47778,"functional"
33669,"non functional"
1332,"functional"
25957,"functional"
33614,"non functional"
72272,"non functional"
4838,"non functional"
48775,"functional"
44814,"non functional"
25167,"functional"
32134,"functional"
23862,"non functional"
72628,"functional"
14414,"functional"
46094,"non functional"
33859,"non functional"
48077,"non functional"
31870,"functional"
14333,"non functional"
59575,"functional"
54673,"functional"
11755,"non functional"
24848,"functional"
64596,"functional"
70391,"non functional"
13968,"non functional"
41052,"non functional"
22845,"functional"
71270,"non functional"
65990,"functional"
8307,"functional"
47536,"non functional"
13974,"functional"
41198,"functional"
50254,"non functional"
50107,"non functional"
42235,"non functional"
47315,"functional"
13665,"non functional"
33111,"functional"
66637,"functional"
74249,"non functional"
21903,"functional"
44286,"functional"
61791,"non functional"
24456,"non functional"
67489,"non functional"
51436,"functional"
62603,"non functional"
69908,"functional"
20761,"functional"
12733,"non functional"
7719,"functional"
62328,"functional"
53940,"non functional"
61786,"non functional"
39842,"non functional"
12818,"functional"
6536,"non functional"
21758,"functional"
73247,"functional"
986,"non functional"
70758,"functional"
26371,"functional"
56332,"non functional"
66993,"non functional"
40891,"non functional"
28079,"functional"
39634,"non functional"
42038,"functional"
37240,"functional"
40039,"non functional"
24845,"functional"
50096,"functional"
67125,"non functional"
30785,"non functional"
32091,"non functional"
20465,"functional"
45410,"non functional"
50931,"functional"
22633,"functional"
20435,"non functional"
50296,"functional"
54252,"functional"
62491,"non functional"
52673,"non functional"
2910,"non functional"
7802,"functional"
68242,"non functional"
23834,"functional"
39627,"functional"
8242,"non functional"
62539,"functional"
73653,"functional"
14020,"non functional"
8593,"non functional"
7390,"non functional"
22474,"functional"
50393,"non functional"
39703,"functional"
4438,"functional"
17609,"non functional"
45128,"functional"
14087,"functional"
39474,"non functional"
62229,"non functional"
44087,"non functional"
286,"functional"
2164,"non functional"
69459,"functional"
